,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,0.0,1.2837597568824786,0.0,1.037837308079095,1.0325213951682946,1.1403682960341412,2.58810189413054,0.17137226875710496,1.3776940229219532,0.0,0.8985170433513876,1.6919843714792389,0.0,1.0263585307163556,1.8725118409368113,0.0,1.7145415471727714,0.0,0.0,1.5860138488479558,2.8196359493738274,3.3687236930005047,0.891110066424865,0.0,0.0,1.4089302180545118,0.7138840381715438,0.8827097708936161,0.0
1,0.0,0.0,0.82224909109675,0.0,0.6851825323205296,0.5036280738771305,0.924023911138825,0.0,0.30272449455968303,1.029299760322606,0.0,0.6209643155121048,1.127163382385225,0.0,0.6822177189871822,0.0,0.0,1.103975549191738,0.0,0.0,1.1394918247016355,1.4372203594132793,0.0,0.5285743292316187,4.862473841000146,0.0,0.9184602713005673,0.42976941652877804,0.49276547050612457,0.0
2,0.0,2.770446093643893,0.771943646499929,0.0,0.6189522355627269,0.5142401841869303,0.8195243762789186,0.0,0.1693177322605894,0.826385058480379,0.0,0.5973088523524482,0.8405359442599644,0.0,0.6044647044462069,0.0,0.0,0.8857746495652534,0.0,0.0,0.9953898756671965,1.361131610578703,0.0,0.4755399736344793,0.0,0.0,0.9001718015155132,0.362853807353247,0.46061621218511734,0.0
3,4.703643005722915,0.0,0.6557317724242834,0.0,0.529125217490813,0.37539074976934517,0.7454391747588149,0.0,0.19228737113895916,0.6765350843593843,0.0,0.5057556826686012,0.6624254059682921,0.0,0.4417362625877058,0.0,0.0,0.7658934002807545,0.0,0.0,0.8412418552125599,0.9890316855807486,0.0,0.36328729347162764,0.0,0.0,0.7390382296143038,0.32590149262778384,0.3050539958530382,0.0
4,0.0,0.0,0.5336913829194091,0.0,0.42022334600936695,0.33477226873435895,0.5686839285149039,0.0,0.11149229187858477,0.5031538361721525,0.0,0.3658573740882909,0.5839167424181992,0.0,0.410614888806936,0.0,0.0,0.6655492065984169,2.5860016144159013,0.0,0.6141632315821494,0.6342976516692905,0.0,0.304797405219628,0.0,0.0,0.6356694236578515,0.242952180399613,0.2614031284254073,0.0
5,0.0,0.0,1.272657842624017,0.0,0.9765719515599922,0.9273438123717995,1.2449102062744373,0.0,0.0,1.4402195929782076,0.0,0.8141084768299364,1.621304246603254,0.0,1.6811248156790566,0.0,9.226012811171584,1.6088508082600845,0.0,0.0,1.6774973823208477,2.997887289392833,0.2948311086840203,0.8798454443105234,0.0,0.0,1.4312586101028637,0.6994689142416249,0.7803336730315918,1.947577630571135
6,0.0,0.0,1.2644095919665033,0.0,1.0142191420144002,0.7325334212809402,1.2905508539521826,0.0,0.7605974320674531,1.6094709882539653,0.0,0.896381883523953,1.6153861193789085,0.0,1.6322556102204389,0.0,0.0,1.5814933994084759,0.0,1.7305161161130445,1.6423808758001301,2.7351557181612995,0.0,0.8235431469498642,0.0,0.0,1.2063634564156898,0.700931910533596,0.6862184225307005,0.0
7,0.0,0.0,1.1303102940158318,4.931054256856979,0.8685271201090707,0.7312993271494763,1.144532295141804,0.0,0.0,1.2887418640925423,0.0,0.730013498547921,1.2338105986370815,2.994455433805553,1.278914941722248,0.0,0.0,1.2509889769933262,0.0,0.0,1.3406229568198187,2.4645244318579587,0.0,0.7352110770913759,0.0,0.0,1.0906122947087524,0.5969593644831858,0.6442345849568167,0.0
8,0.0,0.0,1.10910497948999,0.0,0.9010890444053413,0.6435748507074457,1.0606792334716806,0.0,0.5295154824051341,1.3617852011804958,6.612380985043506,0.7379013807002432,1.2886478829399033,0.0,1.1145391662174777,0.0,0.0,1.4224790107177827,0.0,0.0,1.5029976161446936,2.228520684842192,0.0,0.6994775635129543,0.0,0.0,1.1547388221674169,0.5606056467255146,0.6236186482077161,0.0
9,0.0,0.0,0.9989885152973335,0.0,0.7779509320173217,0.6069435983821393,1.0452765639551094,0.0,0.18839891264062864,1.1701981772672572,0.0,0.7427616904819603,1.091872891343868,0.0031061028114903098,0.9024726604999703,0.0,0.0,1.1432945937410868,0.0,0.0,1.2584598682641168,1.7686195342576774,0.0,0.5852250692195726,0.0,8.76662436608287,1.1353556193983616,0.5126061490931579,0.5988845702384338,0.0
